symptoms,severity,max_weight,num_symptoms
"minor bruise, ear pain, severe back pain radiating, persistent headache",ORANGE,5,4
"weight loss unintentional, abdominal pain, vomiting blood, drug overdose suspected, animal bite deep",ORANGE,6,5
"mild body ache, mild bloating, mild nausea, dehydration",YELLOW,4,4
"blood in urine, chapped lips",YELLOW,4,2
"slight sore throat, drowning, mild acne, severe abdominal pain, severe bleeding uncontrolled, seizure continuous",RED,7,6
common cold,GREEN,1,1
"animal bite deep, sneezing, difficulty breathing, severe chest tightness",ORANGE,6,4
"mild acne, muscle cramps, severe chest tightness, severe headache",ORANGE,6,4
"paper cut, dry skin",GREEN,1,2
"massive hemorrhage, high fever with chills, minor bruise, severe head trauma, muscle cramps, gunshot wound",RED,7,6
"facial drooping, mild allergies, seizure continuous",RED,7,3
"seizure single, mild nausea, persistent cough, drug overdose suspected",ORANGE,6,4
"loss of consciousness prolonged, gunshot wound, choking",RED,7,3
severe abdominal pain,ORANGE,6,1
"minor fracture pain, night sweats, nausea and vomiting",YELLOW,4,3
"severe back pain radiating, numbness in fingers, wheezing, skin rash with fever, coughing blood",ORANGE,6,5
vomiting,YELLOW,4,1
"severe allergic reaction, numbness one side",ORANGE,6,2
"loss of consciousness prolonged, no pulse detected, dizziness, sudden weakness, septic shock symptoms, high fever with chills",RED,7,6
back pain,YELLOW,3,1
"swollen lymph nodes, numbness in fingers, skin infection, mild stomach discomfort",YELLOW,3,4
"seizure continuous, stroke symptoms",RED,7,2
"cardiac arrest, stab wound, joint pain",RED,7,3
"massive hemorrhage, gunshot wound",RED,7,2
"joint pain, numbness in fingers, persistent cough, common cold",YELLOW,3,4
severe bleeding uncontrolled,RED,7,1
"common cold, fever, septic shock symptoms",RED,7,3
"choking, persistent fatigue, mild acne, multi organ failure signs, anaphylaxis, diabetic emergency",RED,7,6
"common cold, sore throat with fever, frequent urination",YELLOW,4,3
"watery eyes, mild sunburn",GREEN,2,2
watery eyes,GREEN,1,1
"loss of consciousness prolonged, unconscious, septic shock symptoms",RED,7,3
"sneezing, minor mouth ulcer",GREEN,2,2
"choking, not breathing, mild sunburn, no pulse detected, paper cut",RED,7,5
"severe bleeding uncontrolled, loss of consciousness prolonged, vomiting blood",RED,7,3
"severe bleeding uncontrolled, chest pain",RED,7,2
"slight sore throat, severe allergic reaction, dry skin, mild allergies",ORANGE,6,4
"severe trauma, abdominal pain, eye pain",RED,7,3
"high fever with chills, severe nosebleed, seizure single",ORANGE,5,3
"severe infection signs, severe asthma attack",ORANGE,6,2
ankle swelling,YELLOW,3,1
"joint pain, dehydration, toothache severe",YELLOW,4,3
"sneezing, joint pain, watery eyes, mild nausea",YELLOW,3,4
"minor bruise, occasional heartburn",GREEN,2,2
"mild bloating, muscle soreness after exercise",GREEN,2,2
"blue lips, stroke symptoms",RED,7,2
"high fever with chills, insomnia, nausea and vomiting, broken bone visible, animal bite deep, common cold",ORANGE,6,6
"minor rash, mild constipation",GREEN,2,2
"night sweats, numbness in fingers, facial drooping",ORANGE,6,3
mild sunburn,GREEN,2,1
wheezing,YELLOW,4,1
"mild allergies, minor mouth ulcer",GREEN,2,2
"spinal injury suspected, chest pain, blood in urine, minor rash, anaphylaxis",RED,7,5
"muscle soreness after exercise, mild cough",GREEN,2,2
"multi organ failure signs, drowning, cardiac arrest, back pain",RED,7,4
"chest tightness, difficulty speaking suddenly",ORANGE,6,2
"painful urination, vomiting, muscle soreness after exercise, blurred vision, dandruff",YELLOW,4,5
"blue lips, persistent cough, seizure continuous, muscle cramps",RED,7,4
"mild body ache, stuffy nose, toothache severe, mild cough, eye pain",YELLOW,3,5
"unconscious, tension pneumothorax",RED,7,2
"dizziness, blue lips, mild bloating, vomiting, no pulse detected",RED,7,5
"occasional heartburn, dry skin, back pain, dandruff",YELLOW,3,4
"mild cough, skin rash with fever, persistent fatigue, blurred vision",YELLOW,4,4
"occasional heartburn, sneezing, insomnia",GREEN,2,3
"mild fatigue, chest tightness",YELLOW,4,2
"dandruff, muscle soreness after exercise",GREEN,2,2
"eye pain, vomiting blood, severe asthma attack, severe back pain radiating",ORANGE,6,4
"dandruff, mild anxiety, sprained ankle, runny nose, dehydration",YELLOW,4,5
"high fever with chills, severe trauma, loss of consciousness prolonged",RED,7,3
"minor rash, mild sunburn",GREEN,2,2
"difficulty speaking suddenly, electrocution",RED,7,2
"mild nausea, dandruff, stuffy nose",GREEN,2,3
"hiccups, dandruff, mild fatigue",GREEN,2,3
"fever, minor fracture pain, severe burn, sudden weakness",ORANGE,6,4
"severe bleeding uncontrolled, unconscious",RED,7,2
"weight loss unintentional, severe back pain radiating, toothache severe, joint pain",ORANGE,5,4
"ear pain, sore throat with fever",YELLOW,4,2
"choking, chest tightness",RED,7,2
"blurred vision, joint pain, frequent urination, mild fatigue",YELLOW,4,4
"mild bloating, diarrhea, head injury, frequent urination",ORANGE,6,4
"migraine, mild acne, poisoning suspected",ORANGE,6,3
"toothache severe, drug overdose suspected",ORANGE,6,2
"seizure continuous, drowning, stab wound",RED,7,3
"dehydration, skin infection, eye pain, mild body ache, watery eyes, dandruff",YELLOW,4,6
"multi organ failure signs, chapped lips",RED,7,2
"facial drooping, coughing blood",ORANGE,6,2
"mild body ache, mild stomach discomfort",GREEN,2,2
"mild itching, severe abdominal pain, severe chest tightness, coughing blood, skin infection, common cold",ORANGE,6,6
"severe asthma attack, diabetic emergency",ORANGE,6,2
"insomnia, seizure continuous",RED,7,2
"dandruff, insomnia, high fever, migraine",YELLOW,4,4
"mild nausea, mild cough",GREEN,2,2
"high fever, ear pain, mild acne, mild fatigue, slight sore throat",YELLOW,4,5
"blood in stool, coughing blood",ORANGE,6,2
"poisoning suspected, minor mouth ulcer, toothache severe",ORANGE,6,3
"severe dehydration, severe burn, animal bite deep",ORANGE,6,3
"sneezing, stuffy nose, mild sunburn",GREEN,2,3
"stuffy nose, mild headache, chapped lips",GREEN,1,3
"paper cut, mild itching",GREEN,1,2
electrocution,RED,7,1
"painful urination, night sweats, ankle swelling",YELLOW,4,3
"mild cough, watery eyes, runny nose, diarrhea",YELLOW,3,4
"mild constipation, blurred vision, mild itching, frequent urination, muscle soreness after exercise, joint pain",YELLOW,4,6
insomnia,GREEN,2,1
"frequent urination, urinary burning, weight loss unintentional",YELLOW,4,3
severe dehydration,ORANGE,5,1
"high fever with chills, dry skin, poisoning suspected, blurred vision, loss of consciousness brief",ORANGE,6,5
"mild constipation, dry skin, skin infection, mild fatigue",YELLOW,3,4
"minor rash, hiccups",GREEN,2,2
"anaphylaxis, unconscious, severe burn, severe trauma, severe abdominal pain, persistent headache",RED,7,6
"high fever, paper cut, diarrhea, mild allergies, sprained ankle",YELLOW,4,5
"multi organ failure signs, no pulse detected, frequent urination",RED,7,3
"eye pain, unconscious, severe head trauma, severe asthma attack, septic shock symptoms, nausea and vomiting",RED,7,6
"mild bloating, minor mouth ulcer",GREEN,2,2
"insomnia, mild sunburn, dry skin",GREEN,2,3
"wheezing, numbness one side, loss of consciousness brief",ORANGE,6,3
"insomnia, minor mouth ulcer, mild sunburn, blood in urine",YELLOW,4,4
"stuffy nose, runny nose, coughing blood, hiccups, severe burn",ORANGE,6,5
"severe infection signs, fever, loss of consciousness brief",ORANGE,6,3
"chest pain, diabetic emergency, gunshot wound, jaundice, severe nosebleed, anaphylaxis",RED,7,6
severe trauma,RED,7,1
frequent urination,YELLOW,3,1
"loss of consciousness prolonged, severe trauma, not breathing",RED,7,3
"nausea and vomiting, numbness one side, numbness in fingers, open wound deep, high fever with chills",ORANGE,6,5
"mild nausea, minor bruise",GREEN,2,2
"mild constipation, severe pain, severe headache",ORANGE,5,3
"head injury, chemical exposure, severe allergic reaction",ORANGE,6,3
"massive hemorrhage, mild stomach discomfort",RED,7,2
"cardiac arrest, seizure continuous, severe trauma",RED,7,3
"common cold, stuffy nose, mild headache, gunshot wound, massive hemorrhage",RED,7,5
difficulty breathing,ORANGE,6,1
"mild fatigue, sudden weakness",ORANGE,5,2
"mild sunburn, weight loss unintentional, mild itching, persistent cough, ankle swelling",YELLOW,4,5
"multi organ failure signs, confusion, seizure continuous, not breathing",RED,7,4
"chapped lips, weight loss unintentional, skin rash with fever, high fever, insomnia",YELLOW,4,5
"high fever with chills, poisoning suspected, open wound deep, occasional heartburn",ORANGE,6,4
"difficulty speaking suddenly, no pulse detected, blue lips, spinal injury suspected, skin infection",RED,7,5
"mild bloating, minor rash, mild allergies",GREEN,2,3
"insomnia, mild anxiety",GREEN,2,2
"mild constipation, insomnia, back pain",YELLOW,3,3
"wheezing, watery eyes, electrocution, persistent fatigue, tension pneumothorax",RED,7,5
mild constipation,GREEN,2,1
"dandruff, mild sunburn",GREEN,2,2
"severe nosebleed, gunshot wound, choking, chest pain, jaundice",RED,7,5
"difficulty speaking suddenly, chest pain, unconscious",RED,7,3
"head injury, mild stomach discomfort",ORANGE,6,2
"no pulse detected, chest pain",RED,7,2
"seizure continuous, gunshot wound, spinal injury suspected",RED,7,3
"electrocution, no pulse detected",RED,7,2
"urinary burning, blood in urine, muscle cramps",YELLOW,4,3
"heart attack symptoms, blue lips, drowning",RED,7,3
"abdominal pain, confusion, electrocution, mild stomach discomfort",RED,7,4
"mild nausea, minor fracture pain, blood in urine, sprained ankle",YELLOW,4,4
"choking, severe trauma, spinal injury suspected",RED,7,3
"eye injury, confusion, blood in stool, joint pain",ORANGE,5,4
"vomiting blood, minor fracture pain",ORANGE,6,2
"mild bloating, mild acne, chronic indigestion, mild stomach discomfort",YELLOW,3,4
jaundice,YELLOW,4,1
"high fever with chills, heart attack symptoms",RED,7,2
"diabetic emergency, difficulty speaking suddenly, severe burn",ORANGE,6,3
"vomiting blood, severe bleeding uncontrolled, occasional heartburn, drowning, blood in stool",RED,7,5
"anaphylaxis, blue lips, no pulse detected, chemical exposure, mild nausea",RED,7,5
"migraine, eye injury, numbness in fingers, sudden weakness, facial drooping",ORANGE,6,5
chemical exposure,ORANGE,6,1
mild bloating,GREEN,2,1
jaundice,YELLOW,4,1
"mild itching, sore throat with fever, jaundice",YELLOW,4,3
"slight sore throat, seizure single, dandruff, numbness in fingers",ORANGE,5,4
"severe head trauma, multi organ failure signs, diarrhea, seizure continuous, migraine",RED,7,5
"numbness one side, chapped lips, seizure single, common cold, minor bruise",ORANGE,6,5
"no pulse detected, mild allergies, mild fatigue, electrocution, severe allergic reaction",RED,7,5
"drug overdose suspected, diabetic emergency, migraine",ORANGE,6,3
"mild bloating, dandruff, mild allergies",GREEN,2,3
"minor rash, mild anxiety",GREEN,2,2
"mild body ache, hiccups, mild cough",GREEN,2,3
"mild body ache, mild fatigue, mild anxiety",GREEN,2,3
"chest tightness, runny nose, blood in urine",YELLOW,4,3
"mild body ache, mild constipation",GREEN,2,2
"head injury, watery eyes, persistent cough",ORANGE,6,3
"joint pain, numbness in fingers, broken bone visible, drug overdose suspected, severe abdominal pain",ORANGE,6,5
"dandruff, slight sore throat",GREEN,1,2
"minor bruise, drug overdose suspected",ORANGE,6,2
chest pain,RED,7,1
"mild anxiety, mild allergies, severe nosebleed, muscle cramps",ORANGE,5,4
"mild constipation, high fever with chills, stuffy nose, common cold, seizure single",ORANGE,5,5
"mild sunburn, dandruff, mild stomach discomfort, minor fracture pain",YELLOW,4,4
"septic shock symptoms, anaphylaxis",RED,7,2
"loss of consciousness brief, vomiting, blood in stool, mild acne, mild allergies",ORANGE,6,5
"mild anxiety, mild stomach discomfort, mild bloating",GREEN,2,3
"high fever with chills, cardiac arrest",RED,7,2
"animal bite deep, drug overdose suspected, open wound deep",ORANGE,6,3
"coughing blood, blood in stool, sore throat with fever, mild anxiety, dehydration, severe nosebleed",ORANGE,6,6
"severe infection signs, sudden weakness, fever, loss of consciousness brief, minor bruise",ORANGE,6,5
"septic shock symptoms, chest pain, watery eyes",RED,7,3
"occasional heartburn, mild acne, mild sunburn, nausea and vomiting",YELLOW,4,4
"severe headache, hiccups, minor fracture pain, persistent headache",ORANGE,5,4
vomiting blood,ORANGE,6,1
"muscle soreness after exercise, paper cut",GREEN,2,2
"gunshot wound, no pulse detected, drowning",RED,7,3
"fever, ankle swelling, urinary burning",YELLOW,4,3
"minor rash, chapped lips",GREEN,2,2
confusion,ORANGE,5,1
"runny nose, severe back pain radiating, severe headache, severe pain",ORANGE,5,4
choking,RED,7,1
"severe bleeding uncontrolled, mild fatigue, facial drooping, persistent headache",RED,7,4
"electrocution, septic shock symptoms, painful urination, massive hemorrhage, dizziness",RED,7,5
"mild constipation, back pain",YELLOW,3,2
"mild acne, common cold",GREEN,1,2
"mild headache, stuffy nose, insomnia",GREEN,2,3
"unconscious, spinal injury suspected, mild nausea, blue lips, high fever with chills",RED,7,5
shortness of breath,ORANGE,6,1
"stuffy nose, watery eyes",GREEN,1,2
loss of consciousness prolonged,RED,7,1
"diabetic emergency, back pain, severe burn",ORANGE,6,3
"mild constipation, ear pain, mild headache, slight sore throat",YELLOW,3,4
"head injury, persistent fatigue, no pulse detected, stab wound, severe head trauma, joint pain",RED,7,6
"not breathing, electrocution, spinal injury suspected",RED,7,3
"mild acne, mild itching",GREEN,1,2
"loss of consciousness prolonged, not breathing",RED,7,2
"severe asthma attack, severe allergic reaction, severe headache, eye pain",ORANGE,6,4
"chapped lips, frequent urination, mild allergies, chronic indigestion, watery eyes",YELLOW,3,5
"skin infection, drug overdose suspected",ORANGE,6,2
"jaundice, mild constipation, numbness in fingers, severe back pain radiating",ORANGE,5,4
"mild acne, mild body ache, mild bloating",GREEN,2,3
"minor mouth ulcer, watery eyes",GREEN,2,2
"loss of consciousness prolonged, seizure continuous, joint pain, tension pneumothorax",RED,7,4
"fever, cardiac arrest, no pulse detected, blue lips, dry skin, severe chest tightness",RED,7,6
septic shock symptoms,RED,7,1
"skin rash with fever, nausea and vomiting, chronic indigestion",YELLOW,4,3
"minor bruise, slight sore throat, common cold",GREEN,1,3
"fever, painful urination",YELLOW,4,2
common cold,GREEN,1,1
"mild stomach discomfort, mild anxiety",GREEN,2,2
"mild allergies, mild body ache",GREEN,2,2
"minor mouth ulcer, hiccups",GREEN,2,2
"unconscious, blue lips, choking",RED,7,3
"unconscious, coughing blood, high fever with chills",RED,7,3
"stuffy nose, occasional heartburn, mild stomach discomfort",GREEN,2,3
"migraine, mild itching, diarrhea",YELLOW,4,3
mild anxiety,GREEN,2,1
"blue lips, septic shock symptoms, severe chest tightness, no pulse detected",RED,7,4
insomnia,GREEN,2,1
"head injury, fever, drug overdose suspected, severe back pain radiating",ORANGE,6,4
animal bite deep,ORANGE,5,1
"numbness in fingers, mild cough, fever, dry skin, stuffy nose",YELLOW,4,5
"minor mouth ulcer, occasional heartburn",GREEN,2,2
"muscle soreness after exercise, sneezing, insomnia",GREEN,2,3
"severe bleeding uncontrolled, poisoning suspected, high fever with chills, gunshot wound",RED,7,4
seizure single,ORANGE,5,1
"hiccups, slight sore throat",GREEN,1,2
"tension pneumothorax, no pulse detected",RED,7,2
"paper cut, slight sore throat, mild anxiety",GREEN,2,3
"blood in stool, mild sunburn, severe chest tightness, severe bleeding uncontrolled",RED,7,4
"chapped lips, ankle swelling, minor rash",YELLOW,3,3
"high fever, slight sore throat, mild bloating",YELLOW,4,3
"difficulty breathing, confusion, joint pain, chemical exposure",ORANGE,6,4
"drug overdose suspected, head injury, sneezing, severe chest tightness",ORANGE,6,4
"stab wound, mild cough, stroke symptoms, common cold, anaphylaxis",RED,7,5
"occasional heartburn, open wound deep, shortness of breath",ORANGE,6,3
"persistent fatigue, severe back pain radiating, heart attack symptoms, shortness of breath",RED,7,4
"chapped lips, muscle soreness after exercise, dizziness, mild allergies, swollen lymph nodes, eye pain",YELLOW,4,6
"septic shock symptoms, mild cough, severe pain, multi organ failure signs, tension pneumothorax",RED,7,5
"common cold, septic shock symptoms, not breathing",RED,7,3
